机组类型,区域,团队,经销商（KAD）,地区,城市,县级,所属集团,企业名称,纳税人识别号,登记状态,电厂名称/项目名称,地址,投产时间,过去两年Dpal售出(L),投产时间标签,每年涡轮机补加预估KL,每年辅机用油KL,每年总售后用油KL,机组总容量(MW),机组1名称,机组1容量(MW),机组2名称,机组2容量(MW),机组3名称,机组3容量(MW),机组4名称,机组4容量(MW),机组5名称,机组5容量(MW),机组6名称,机组6容量(MW),机组7名称,机组7容量(MW),机组8名称,机组8容量(MW),机组9名称,机组9容量(MW),机组10名称,机组10容量(MW),机组11名称,机组11容量(MW),机组12名称,机组12容量(MW),机组13名称,机组13容量(MW),机组14名称,机组14容量(MW),机组15名称,机组15容量(MW),机组16名称,机组16容量(MW),机组17名称,机组17容量(MW),机组18名称,机组18容量(MW),机组19名称,机组19容量(MW),机组20名称,机组20容量(MW),机组21名称,机组21容量(MW),机组22名称,机组22容量(MW),机组23名称,机组23容量(MW),机组24名称,机组24容量(MW),机组25名称,机组25容量(MW),机组26名称,机组26容量(MW),机组27名称,机组27容量(MW),机组28名称,机组28容量(MW),机组29名称,机组29容量(MW),机组30名称,机组30容量(MW),机组31名称,机组31容量(MW),机组32名称,机组32容量(MW),机组33名称,机组33容量(MW),机组34名称,机组34容量(MW),机组总容量(MW),机组1名称,机组1容量(MW),经度,纬度,机组总容量(MW),机组1名称,机组1容量(MW)
水电-常规水电,华东,South,,福建省,南平市,建瓯市,中国华电集团有限公司,福建省建瓯市兴光水电开发有限公司,91350783157194843Q,存续,建瓯市龙潭水库电站,建瓯市东游镇,2005/11/1, -   ,>10年,0.06,0.12,0,8.00,龙潭#1～#2机组,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.529245,27.060214,0.00,,
水电-常规水电,华东,South,,福建省,南平市,建阳区,中国华电集团有限公司,南平市建阳区兴湖水电有限公司,91350784753130889X,存续,南平市建阳区黄塘甲水电站,建阳市小湖镇下游0.5公里处,2007/11/1, -   ,>10年,0.04,0.08,0,11.00,#1,5.5,#2,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.423156,27.426587,0.00,,
水电-常规水电,华东,South,,福建省,南平市,顺昌县,中国华电集团有限公司,福建省顺昌洋口水电有限公司,91350721751383495Q,存续,顺昌洋口水电站,顺昌县洋口镇,2007/7/28, -   ,>10年,0.12,0.24,0,48.00,#1,16,#2,16,#3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.962234,26.712645,0.00,,
水电-常规水电,华东,South,,福建省,南平市,延平区,国家电力投资集团有限公司,福建省沙电劳动服务有限公司,91350700156982661A,存续,福建省南平鲤鱼洲电站,福建省南平市西芹镇,2003/12/1, -   ,>10年,0.05,0.11,0,7.00,01号机组,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.043512,26.602678,0.00,,
水电-常规水电,华东,South,,福建省,南平市,延平区,国家电力投资集团有限公司,中电（福建）电力开发有限公司,91350000798359783Q,存续,福建省沙溪口水力发电站,福建省南平市西芹镇坂后村,1987/12/29, -   ,>10年,0.59,1.13,2,300.00,1号机组,75,2号机组,75,3号机组,75,4号机组,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.026789,26.582845,0.00,,
水电-常规水电,华东,South,,福建省,南平市,延平区,中国华电集团有限公司,华电（南平）能源集团有限公司,91350700726444145Q,存续,南平峡阳水电站,南平市峡阳镇,2001/12/1, -   ,>10年,0.11,0.22,0,43.80,峡阳1号机组,14.6,峡阳2号机组,14.6,峡阳3号机组,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.892534,26.711856,0.00,,
水电-常规水电,华东,South,,福建省,南平市,延平区,中国华电集团有限公司,华电（南平）能源集团有限公司,91350700726444145Q,存续,南平照口水电站,南平市王台镇,2005/12/20, -   ,>10年,0.16,0.30,0,60.00,照口1号机组,20,照口2号机组,20,照口3号机组,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.939812,26.703234,0.00,,
水电-常规水电,华东,South,,福建省,南平市,政和县,中国华电集团有限公司,政和县金和水电有限公司,9135072574635418XP,存续,洞宫坝后电站,政和县杨源乡,1988/12/1, -   ,>10年,0.00,0.00,0,0.32,1号机组,0.16,2号机组,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.103245,27.143212,0.00,,
水电-常规水电,华东,South,,福建省,南平市,政和县,中国华电集团有限公司,政和县金和水电有限公司,9135072574635418XP,存续,九层际电站,政和县杨源乡,2019/7/1, -   ,5~8年,0.02,0.03,0,8.00,九层际1号机组,2,九层际2号机组,2,九层际3号机组,2,九层际4号机组,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.103245,27.143212,0.00,,
水电-常规水电,华东,South,,福建省,南平市,政和县,中国华电集团有限公司,政和县金和水电有限公司,9135072574635418XP,存续,政和县九层际水电站增效扩容改造,福建省南平市政和县杨源乡西岩村,2019/7/1, -   ,5~8年,0.02,0.03,0,8.00,九层际1号机组,2,九层际2号机组,2,九层际3号机组,2,九层际4号机组,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.091267,27.152345,0.00,,
水电-常规水电,华东,South,,福建省,南平市,政和县,华润电力控股有限公司,政和下温洋水电有限公司,913507256110615584,存续,下温洋水电厂,政和县澄源乡下温洋村边,1997/4/22, -   ,>10年,0.06,0.11,0,15.00,1号机组,7.5,2号机组,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.183456,27.241178,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,古田县,中国华电集团有限公司,福建华电福瑞能源发展有限公司古田溪水力发电厂,91350922158144151A,存续,古田溪水电厂二级电站,福建省闽清县桔林乡后洋村150号,2004/9/25, -   ,>10年,0.51,0.98,1,130.00,#1,65,#2,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.734512,26.432145,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,古田县,中国华电集团有限公司,福建华电福瑞能源发展有限公司古田溪水力发电厂,91350922158144151A,存续,古田溪水电厂四级电站,闽清县宝湖村,2009/5/10, -   ,>10年,0.13,0.26,0,38.00,#1,17,#2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.942378,26.214567,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,古田县,中国华电集团有限公司,福建华电福瑞能源发展有限公司古田溪水力发电厂,91350922158144151A,存续,古田溪水电厂三级电站,福建省闽清县高洋村,2002/4/27, -   ,>10年,0.16,0.32,0,42.00,#1,21,#2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.812345,26.312312,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,古田县,中国华电集团有限公司,福建华电福瑞能源发展有限公司古田溪水力发电厂,91350922158144151A,存续,古田溪水电厂一级电站,古田县半坑亭,2015/7/29, -   ,>10年,0.43,0.83,1,110.00,#7,55,#8,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.851234,26.623456,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,古田县,中国华电集团有限公司,福建华电双口渡水电有限公司,91350922743824764C,存续,双口渡水电站,古田县杉洋镇东双村双口渡,2005/7/1, -   ,>10年,0.12,0.24,0,32.00,1号机组,16,2号机组,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.192345,26.601234,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,古田县,中国华电集团有限公司,古田县兴埔水电有限公司,913509227438474806,存续,古田县旧镇三级水电站,古田县凤埔乡东溪村前埔,2019/6/30, -   ,5~8年,0.03,0.05,0,7.20,#1,3.6,#2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,118.794567,26.751289,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,寿宁县,国家电力投资集团有限公司,福建寿宁牛头山水电有限公司,913509247395098173,存续,福建寿宁牛头山水电有限公司,福建省寿宁县西部长溪河上,2005/12/28, -   ,>10年,0.39,0.75,1,100.00,1号机组,50,2号机组,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.351234,27.423456,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,寿宁县,国家电力投资集团有限公司,寿宁县牛头山二级水电有限公司,91350924757374741J,存续,寿宁县牛头山二级水电有限公司,福建省寿宁县斜滩镇,2006/6/26, -   ,>10年,0.06,0.11,0,15.00,1号机组,7.5,2号机组,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.461289,27.283412,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,柘荣县,国家能源投资集团有限责任公司,国能（柘荣）水电有限公司,91350926699033884X,存续,柘荣县王社二级水电站,柘荣县英山乡何家山村下清水坑村13号,2005/2/24, -   ,>10年,0.07,0.14,0,18.00,1#水轮发电机,9,2#水轮发电机,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.894567,27.312345,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,周宁县,中国华电集团有限公司,华电宁德电力开发有限公司,913509001574241270,存续,周宁水电站,福建省周宁县三湾村,2005/4/1, -   ,>10年,0.98,1.88,3,250.00,1号机组,125,2号机组,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.338998,27.104797,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,周宁县,中国华电集团有限公司,华电宁德电力开发有限公司,913509001574241270,存续,芹山水电站,福建省周宁县泗桥乡溪口村,2000/3/1, -   ,>10年,0.27,0.53,1,70.00,芹山1号机组,35,芹山2号机组,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.297480,27.199865,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,周宁县,中国华电集团有限公司,周宁华电能源有限公司,91350925741698776G,存续,周宁后垄水电站,周宁县礼门乡梅度村,2006/1/1, -   ,>10年,0.16,0.30,0,40.00,#1机组,20,#2机组,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.220491,26.963040,0.00,,
水电-常规水电,华东,South,,福建省,宁德市,周宁县,华润电力控股有限公司,福建周宁龙溪水电有限公司,91350925611987326U,存续,福建周宁龙溪水电有限公司,福建省宁德市周宁县狮城镇陈凤村三湾6号,1994/3/18, -   ,>10年,0.04,0.07,0,9.00,1号机组,4.5,2号机组,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,119.412523,27.092912,0.00,,
水电-常规水电,华东,South,,福建省,三明市,将乐县,中国华电集团有限公司,福建华电金湖电力有限公司,91350428731888162X,存续,大言水电厂,黄潭镇大言村,2004/12/1, -   ,>10年,0.25,0.48,1,32.00,#1～2机组,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.270007,26.635633,0.00,,
水电-常规水电,华东,South,,福建省,三明市,将乐县,中国华电集团有限公司,福建华电金湖电力有限公司,91350428731888162X,存续,将乐县范厝水电站增效扩容改造工程,将乐县古镛镇桃村,2015/9/30, -   ,>10年,0.10,0.20,0,39.60,#1机组,13.2,#2机组,13.2,#3机组,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.426428,26.714365,0.00,,
水电-常规水电,华东,South,,福建省,三明市,将乐县,中国华电集团有限公司,福建华电金湖电力有限公司,91350428731888162X,存续,高唐水电厂,将乐高唐村,2007/10/1, -   ,>10年,0.33,0.63,1,42.00,1-2#机组,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.593342,26.800256,0.00,,
水电-常规水电,华东,South,,福建省,三明市,将乐县,中国华电集团有限公司,福建华电金湖电力有限公司,91350428731888162X,存续,孔头水电厂,黄潭镇孔头村,1999/4/1, -   ,>10年,0.32,0.61,1,40.50,1-3#机组,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,113.090808,30.659423,0.00,,
水电-常规水电,华东,South,,福建省,三明市,沙县区,中国华电集团有限公司,福建华电高砂水电有限公司,913504271559504061,存续,福建华电高砂水电有限公司,福建省沙县高砂镇高砂村池仓46、47号,1995/7/31, -   ,>10年,0.10,0.19,0,50.00,#1,12.5,#2,12.5,#3,12.5,#4,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.910753,26.425437,0.00,,
水电-常规水电,华东,South,,福建省,三明市,沙县区,中国华电集团有限公司,华电(沙县)能源有限公司,9135042770518628XW,存续,华电(沙县)能源有限公司,福建省三明市沙县桥南西路5号,1999/12/10, -   ,>10年,0.12,0.24,0,48.00,#1,16,#2,16,#3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.792551,26.396843,0.00,,
水电-常规水电,华东,South,,福建省,三明市,泰宁县,中国华电集团有限公司,福建华电福瑞能源发展有限公司池潭水力发电厂,91350429683080467R,存续,福建省池潭水电厂,泰宁县水南西街19号,2018/11/8, -   ,5~8年,0.39,0.75,1,50.00,#1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.170321,26.894562,0.00,,
水电-常规水电,华东,South,,福建省,三明市,泰宁县,中国华电集团有限公司,福建华电福瑞能源发展有限公司池潭水力发电厂,91350429683080467R,存续,池潭水电厂#2机组技术改造,泰宁县水南西街号,2019/5/5, -   ,5~8年,0.41,0.80,1,53.00,#2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.171543,26.894123,0.00,,
水电-常规水电,华东,South,,福建省,三明市,泰宁县,中国华电集团有限公司,福建华电福瑞能源发展有限公司池潭水力发电厂,91350429683080467R,存续,芦庵滩水电站（池潭水电厂扩建工程）,泰宁县水南西街19号,2018/8/1, -   ,5~8年,0.78,1.50,2,100.00,#3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.170321,26.894562,0.00,,
水电-常规水电,华东,South,,福建省,三明市,泰宁县,中国华电集团有限公司,福建华电福瑞能源发展有限公司池潭水力发电厂,91350429683080467R,存续,池潭水电厂金溪小水电站,泰宁县水南西街19号,1995/12/5, -   ,>10年,0.06,0.12,0,8.00,#4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.170321,26.894562,0.00,,
水电-常规水电,华东,South,,福建省,三明市,泰宁县,中国华电集团有限公司,福建华电金湖电力有限公司,91350428731888162X,存续,良浅水电厂,开善乡池潭村,1992/7/1, -   ,>10年,0.23,0.45,1,30.00,1-3#机组,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.062145,26.861234,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电丰海发电有限公司,91350481733615889G,存续,永安丰海水电站项目,福建省永安市曹远镇丰海村,2005/6/6, -   ,>10年,0.09,0.18,0,24.00,1号机组,12,2号机组,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.275432,25.968765,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电福瑞能源发展有限公司安砂水力发电厂,91350481683082008P,存续,1号机,永安市安砂镇龙江路66号,2006/4/19, -   ,>10年,0.16,0.30,0,20.00,#1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.045678,26.046543,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电福瑞能源发展有限公司安砂水力发电厂,91350481683082008P,存续,银河电站,永安市安砂镇龙江路66号,2005/11/20, -   ,>10年,0.05,0.09,0,12.00,#1,6,#2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.045678,26.046543,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电福瑞能源发展有限公司安砂水力发电厂,91350481683082008P,存续,2号机,永安市安砂镇龙江路66号,2017/1/23, -   ,8~10年,0.18,0.35,1,23.30,#2,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.045678,26.046543,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电福瑞能源发展有限公司安砂水力发电厂,91350481683082008P,存续,3号机,永安市安砂镇龙江路66号,2013/4/4, -   ,>10年,0.66,1.28,2,85.00,#3,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.045678,26.046543,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电贡川水电有限公司,913504811581977394,存续,贡川水电站,永安市南区巴溪村,2001/3/1, -   ,>10年,0.34,0.65,1,43.00,1-2#机组,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.371234,25.934567,0.00,,
水电-常规水电,华东,South,,福建省,三明市,永安市,中国华电集团有限公司,福建华电西门发电有限公司,91350481775392249F,存续,永安西门水电站,永安市湖滨路118号,2005/6/9, -   ,>10年,0.12,0.23,0,30.00,1号机组,15,2号机组,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.361543,25.941234,0.00,,
水电-常规水电,华东,South,,福建省,漳州市,华安县,中国华电集团有限公司,福建华电福瑞能源发展有限公司华安水力发电厂,91350629156940808K,存续,华安水电厂,平湖路2号,2015/5/15, -   ,>10年,0.12,0.23,0,60.00,#1,15,#2,15,#3,15,#4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.535678,25.011234,0.00,,
水电-常规水电,华东,South,,福建省,漳州市,华安县,中国华电集团有限公司,福建华电福瑞能源发展有限公司华安水力发电厂,91350629156940808K,存续,华安水电厂扩建工程,华安县华丰镇平湖路2号,2013/9/29, -   ,>10年,0.31,0.60,1,80.00,#5,40,#6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.535678,25.011234,0.00,,
水电-常规水电,华东,South,,福建省,漳州市,南靖县,中国华电集团有限公司,福建华电福瑞能源发展有限公司南靖水力发电厂,91350627156860680P,存续,华电南靖水电厂,赤坑村赤坑口,2006/1/20, -   ,>10年,0.10,0.19,0,25.00,#1,12.5,#2,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,117.168765,26.918432,0.00,,
水电-常规水电,西北,West,,甘肃省,白银市,白银区,国家开发投资集团有限公司,白银大峡电力有限责任公司,91620400624240010Y,存续,大峡电站,甘肃省白银市水川乡西峡口村,1996/12/21, -   ,>10年,0.19,0.37,1,45.50,水轮发电机组,24.5,#1,10,#2,10,#3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.2468,36.1914,0.00,,
水电-常规水电,西北,West,,甘肃省,白银市,白银区,国家开发投资集团有限公司,国投甘肃小三峡发电有限公司,91620000224346502C,存续,大峡水电站,甘肃省白银市水川镇,1997/6/16, -   ,>10年,0.70,1.35,2,360.00,1号机组,90,2号机组,90,3号机组,90,4号机组,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.2238,36.1856,0.00,,
水电-常规水电,西北,West,,甘肃省,白银市,靖远县,国家开发投资集团有限公司,国投甘肃小三峡发电有限公司,91620000224346502C,存续,国投甘肃小三峡发电有限公司乌金峡水电站,甘肃省靖远县,2008/10/31, -   ,>10年,0.27,0.53,1,140.00,1#机组,35,2#机组,35,3#机组,35,4#机组,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.6853,36.5641,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,迭部县,国家能源投资集团有限责任公司,甘肃代古寺电力开发有限公司,91623024778871608E,存续,代古寺水电站,甘肃省迭部县洛大乡洛大村,2012/8/28, -   ,>10年,0.23,0.44,1,87.00,1号机组,29,2号机组,29,3号机组,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.0412,33.8821,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,迭部县,国家能源投资集团有限责任公司,国能达拉河水电开发有限公司,916230247509047031,存续,达拉河水电,甘肃省甘南州迭部县达拉河乡,2007/7/1, -   ,>10年,0.14,0.26,0,17.50,水轮发电机,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.1257,33.8643,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,迭部县,国家能源投资集团有限责任公司,国能尼傲峡水电开发有限公司,91623024756583445U,注销（2024-12-04）,尼傲峡水电站,甘肃省甘南州迭部县尼傲峡,1999/6/1, -   ,>10年,0.03,0.06,0,8.00,水轮发电机,4,水轮发电机组,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.5821,34.1254,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,碌曲县,中国华能集团有限公司,华能碌曲水电开发有限公司,91623026686087517C,存续,多松多水电站,甘肃省碌曲县双岔乡,2011/12/1, -   ,>10年,0.05,0.11,0,21.00,#1,7,#2,7,#3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.7312,34.3312,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,碌曲县,中国华能集团有限公司,华能碌曲水电开发有限公司,91623026686087517C,存续,大庄水电站,碌曲县双岔乡,2009/6/22, -   ,>10年,0.04,0.08,0,5.50,水轮发电机组,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,102.7312,34.3312,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,舟曲县,国家能源投资集团有限责任公司,舟曲县凉风壳发电有限公司,91623023665414355P,存续,白龙江凉风壳水电站,舟曲县峰迭乡城外村,2013/9/18, -   ,>10年,0.14,0.26,0,52.50,1号水电机组,17.5,2号水电机组,17.5,3号水电机组,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.3412,33.7812,0.00,,
水电-常规水电,西北,West,,甘肃省,甘南藏族自治州,舟曲县,中国华能集团有限公司,华能舟曲水电开发有限公司,916230236860614727,存续,喜儿沟水电站,舟曲县憨班乡,2014/7/31, -   ,>10年,0.19,0.36,1,72.00,1号机组,24,2号机组,24,3号机组,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,104.2812,33.8312,0.00,,
水电-常规水电,西北,West,,甘肃省,酒泉市,肃北蒙古族自治县,中国华能集团有限公司,华能甘肃水电开发有限公司,91620000585925251T,存续,党上三级水电站,甘肃省酒泉市肃北蒙古族自治县南郊40公里处,2013/3/17, -   ,>10年,0.08,0.15,0,20.00,#1,10,#2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,94.8843,39.4212,0.00,,
水电-常规水电,西北,West,,甘肃省,酒泉市,肃北蒙古族自治县,中国华能集团有限公司,华能甘肃水电开发有限公司,91620000585925251T,存续,党上四级水电站,甘肃省酒泉市肃北蒙古族自治县南郊40公里处,2009/4/2, -   ,>10年,0.05,0.09,0,12.60,#1,6.3,#2,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,94.8843,39.4212,0.00,,
水电-常规水电,西北,West,,甘肃省,兰州市,皋兰县,国家开发投资集团有限公司,国投甘肃小三峡发电有限公司,91620000224346502C,存续,小峡水电站,甘肃省皋兰县什川镇,2004/12/11, -   ,>10年,0.45,0.86,1,230.00,1号机组,57.5,2号机组,57.5,3号机组,57.5,4号机组,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,103.9512,36.1512,0.00,,
